OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC85_POTOU,POTOMAC RIVER 1/4 MILE WEST OF MOCKLEY POINT,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON THE POTOMAC RIVER APPROXIMATELY 1/4 MILE WEST OF MOCKLEY POINT AND IS OUTSIDE THE NATIONAL CAPITAL PARKSEAST BOUNDARIES.  SAMPLES FOR THIS SITE WERE COLLECTED ON 2 OCTOBER 1979 AND FROM APRIL 1983 UNTIL SEPTEMBER 1984.  THE RESULTS ARE IN APPENDIX B OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1983 AND 1984"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (JANUARY 1985).  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242. TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.7016389000,-77.0479444000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC85_UP_A,UPLAND CREEK WHERE IT DRAINS INTO MARSH_A,River/Stream,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON AN UPLAND CREEK WHERE IT DRAINS INTO MARSH_A AND IS INSIDE THE NATIONAL CAPITAL PARKSEAST BOUNDARIES.  SAMPLES FOR THIS SITE WERE COLLECTED ON 2 OCTOBER 1979 AND FROM APRIL 1983 UNTIL SEPTEMBER 1984.  THE RESULTS ARE IN APPENDIX B OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1983 AND 1984"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (JANUARY 1985).  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242. TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",02070010,,,,,38.6945000000,-77.0435000000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC85_UP_B,UPLAND CREEK WHERE IT DRAINS INTO MARSH_B,River/Stream,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON AN UPLAND CREEK WHERE IT DRAINS INTO MARSH_B AND IS INSIDE THE NATIONAL CAPITAL PARKSEAST BOUNDARIES.  SAMPLES FOR THIS SITE WERE COLLECTED ON 2 OCTOBER 1979 AND FROM APRIL 1983 UNTIL SEPTEMBER 1984.  THE RESULTS ARE IN APPENDIX B OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1983 AND 1984"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (JANUARY 1985).  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242. TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80521.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/STREAM",02070010,,,,,38.6908056000,-77.0530278000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC85_UPPIS,PISCATAWAY CREEK 1/4 MILE WEST OF CALVERT MANOR,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON UPPER PISCATAWAY CREEK APPROXIMATELY 1/4 MILE WEST OF CALVERT MANOR AND IS OUTSIDE THE NATIONAL CAPITAL PARKSEAST BOUNDARIES.  SAMPLES FOR THIS SITE WERE COLLECTED ON 2 OCTOBER 1979 AND FROM APRIL 1983 UNTIL SEPTEMBER 1984.  THE RESULTS ARE IN APPENDIX B OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1983 AND 1984"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (JANUARY 1985).  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242. TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.6946389000,-77.0073056000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC87_CM84,POTOMAC RIVER AT CHANNEL MARKER 84,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON THE POTOMAC RIVER AT CHANNEL MARKER 84 APPROXIMATELY 1 MILE NORTH OF HATTON POINT.  FOUR REPLICATE GRAB SAMPLES WERE COLLECTED AT THE SAME TIME AT HIGH TIDE ON 29 MAY AND 24 SEPTEMBER 1986.  THE RESULTS ARE IN ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1986"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (OCTOBER 1987). FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222. DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525. TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.7376111000,-77.0373056000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC87_MAR_B,MARSH 1/2 MILE EAST OF BRYAN POINT,Wetland Palustrine-Forested,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON A MARSH APPROXIMATELY 1/2 MILE EAST OF BRYAN POINT.  FOUR REPLICATE GRAB SAMPLES WERE COLLECTED AT HIGH TIDE IN 15 MINUTE INTERVALS ON 29 MAY AND 24 SEPTEMBER 1986.  THE RESULTS ARE IN APPENDIX A OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1986"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (OCTOBER 1987). FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222. DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525. TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",02070010,,,,,38.6940833000,-77.0550556000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC87_PISCA,CENTER OF PISCATAWAY CREEK EMBAYMENT,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS IN THE CENTER OF THE PISCATAWAY CREEK EMBAYMENT.  FOUR REPLICATE GRAB SAMPLES WERE COLLECTED AT APPROXIMATELY THE SAME TIME AT HIGH TIDE ON 29 MAY AND 24 SEPTEMBER 1986.  THE RESULTS ARE IN APPENDIX A OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1986"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (OCTOBER 1987). FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222. DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525. TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.6996667000,-77.0251944000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC87_POTOU,POTOMAC RIVER 1/4 MILE WEST OF MOCKLEY POINT,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON THE POTOMAC RIVER APPROXIMATELY 1/4 MILE WEST OF MOCKLEY POINT.  FOUR REPLICATE GRAB SAMPLES WERE COLLECTED AT THE SAME TIME AT HIGH TIDE ON 29 MAY AND 24 SEPTEMBER 1986.  THE RESULTS ARE IN APPENDIX A OF ""FINAL REPORT PISCATAWAY CREEK AND POTOMAC RIVER WETLANDS MONITORING PROGRAM FOR 1986"" BY EA ENGINEERING; SCIENCE; AND TECHNOLOGY; INC. (OCTOBER 1987). FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222. DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525. TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.7016389000,-77.0479444000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC_MARSH_A,MARSH 1/2 MILE SOUTHEAST OF MOCKLEY POINT,Wetland Palustrine-Forested,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPO.BATHYMETRIC) QUADRANGLE.  THE SITE IS ON A MARSH APPROX. 1/2 MILE SOUTHEAST OF MOCKLEY POINT AND IS WITHIN THE NATIONAL CAPITAL PARKSEAST BOUNDARIES.  SAMPLES FOR THIS SITE WERE COLLECTED MONTHLY FROM OCTOBER 1976 UNTIL AUGUST 1977.  THE RESULTS ARE IN APPENDIX D OF ""DRAFT FINAL REPORT FOR THE BASELINE INVENTORY OF WETLANDS IN PISCATAWAY CREEK AND POTOMAC RIVER"" BY ECOLOGICAL ANALYSTS INC. (NOVEMBER 1977).  IN THE REPORT VALUES HAVE BEEN CORRECTED SO THAT A NATURAL HIERARCHY EXISTS BETWEEN TOTAL AND DISSOLVED CONSTITUENTS (DISSOLVED SHOULD BE LESS THAN OR EQUAL TO TOTAL).  SIGNIFICANT DATA ALTERATIONS (CHANGES GREATER THAN THE ANALYTICAL PRECISION) ARE NOTED BY A C FOR ""CALCULATED.""  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",02070010,,,,,38.6951389000,-77.0371667000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC_MARSH_B,MARSH 1/2 MILE EAST OF BRYAN POINT,Wetland Palustrine-Forested,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON A MARSH APPROX. 1/2 MILE EAST OF BRYAN POINT.  SAMPLES FOR THIS SITE WERE COLLECTED MONTHLY FROM OCTOBER 1976 UNTIL AUGUST 1977 AND WERE ANALYZED FOR 28 PARAMETERS.  THE RESULTS ARE IN APPENDIX D OF ""DRAFT FINAL REPORT FOR THE BASELINE INVENTORY OF WETLANDS IN PISCATAWAY CREEK AND POTOMAC RIVER"" BY ECOLOGICAL ANALYSTS INC. (NOVEMBER 1977).  SOME OF THE VALUES IN THE REPORT HAVE BEEN CORRECTED SO THAT A NATURAL HIERARCHY EXISTS BETWEEN TOTAL AND DISSOLVED CONSTITUENTS (DISSOLVED SHOULD BE LESS THAN OR EQUAL TO TOTAL).  SIGNIFICANT DATA ALTERATIONS (CHANGES GREATER THAN THE ANALYTICAL PRECISION) ARE NOTED BY A C FOR ""CALCULATED.""  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/FWTLND",02070010,,,,,38.6936389000,-77.0553056000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC_PC6010,PISCATAWAY CREEK 1/4 MILE WEST OF CALVERT MANOR,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON PISCATAWAY CREEK APPROXIMATELY 1/4 MILE WEST OF CALVERT MANOR.  SAMPLES FOR THIS SITE WERE COLLECTED MONTHLY FROM OCTOBER 1976 UNTIL AUGUST 1977.  THE RESULTS ARE IN APPENDIX D OF ""DRAFT FINAL REPORT FOR THE BASELINE INVENTORY OF WETLANDS IN PISCATAWAY CREEK AND POTOMAC RIVER"" BY ECOLOGICAL ANALYSTS INC. (NOVEMBER 1977).  SOME OF THE VALUES IN THE REPORT HAVE BEEN CORRECTED SO THAT A NATURAL HIERARCHY EXISTS BETWEEN TOTAL AND DISSOLVED CONSTITUENTS (DISSOLVED SHOULD BE LESS THAN OR EQUAL TO TOTAL).  SIGNIFICANT DATA ALTERATIONS (CHANGES GREATER THAN THE ANALYTICAL PRECISION) ARE NOTED BY A C FOR ""CALCULATED.""  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.6946944000,-77.0074167000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC_PC6020,PISCATAWAY CREEK AT POTOMAC RIVER CONFLUENCE,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON PISCATAWAY CREEK AT THE CONFLUENCE WITH THE POTOMAC RIVER.  SAMPLES FOR THIS SITE WERE COLLECTED MONTHLY FROM OCTOBER 1976 UNTIL AUGUST 1977 AND WERE ANALYZED FOR 28 PARAMETERS.  THE RESULTS ARE IN APPENDIX D OF ""DRAFT FINAL REPORT FOR THE BASELINE INVENTORY OF WETLANDS IN PISCATAWAY CREEK AND POTOMAC RIVER"" BY ECOLOGICAL ANALYSTS INC. (NOVEMBER 1977).  SOME OF THE VALUES IN THE REPORT HAVE BEEN CORRECTED SO THAT A NATURAL HIERARCHY EXISTS BETWEEN TOTAL AND DISSOLVED CONSTITUENTS (DISSOLVED SHOULD BE LESS THAN OR EQUAL TO TOTAL).  SIGNIFICANT DATA ALTERATIONS (CHANGES GREATER THAN THE ANALYTICAL PRECISION) ARE NOTED BY A C FOR ""CALCULATED.""  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.7061389000,-77.0416667000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NACE_PC_PR6030,POTOMAC RIVER 1/4 MILE SOUTHWEST OF HATTON POINT,Estuary,"THE STATION IS LOCATED ON THE MOUNT VERNON VA.MD. 7.5 MINUTE SERIES (TOPOGRAPHICBATHYMETRIC) QUADRANGLE.  THE SITE IS ON THE POTOMAC RIVER APPROXIMATELY 1/4 MILE SOUTHWEST OF HATTON POINT.  SAMPLES FOR THIS SITE WERE COLLECTED MONTHLY FROM OCTOBER 1976 UNTIL AUGUST 1977. THE RESULTS ARE IN APPENDIX D OF ""DRAFT FINAL REPORT FOR THE BASELINE INVENTORY OF WETLANDS IN PISCATAWAY CREEK AND POTOMAC RIVER"" BY ECOLOGICAL ANALYSTS INC. (NOVEMBER 1977).  SOME OF THE VALUES IN THE REPORT HAVE BEEN CORRECTED SO THAT A NATURAL HIERARCHY EXISTS BETWEEN TOTAL AND DISSOLVED CONSTITUENTS (DISSOLVED SHOULD BE LESS THAN OR EQUAL TO TOTAL).  SIGNIFICANT DATA ALTERATIONS (CHANGES GREATER THAN THE ANALYTICAL PRECISION) ARE NOTED BY A C FOR ""CALCULATED.""  FOR MORE INFORMATION CONTACT CHIEF OF RESOURCES AT NATIONAL CAPITAL PARKS; 1100 OHIO DRIVE SW; WASHINGTON DC 20242.  TEL (202) 6197222.  DATA WERE PROCESSED AND UPLOADED TO STORET BY PAUL MCELVERY AT NPSWRD; 1201 OAK RIDGE DRIVE SUITE 250; FORT COLLINS COLORADO 80525.  TEL (970) 2253516.***     Legacy STORET Station Type: /TYPA/AMBNT/ESTURY",02070010,,,,,38.7185556000,-77.0348611000,0,,,Unknown,NAD27,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_ACCK,Accoceek Creek tributary,River/Stream,,02070010,,,,,38.6904850000,-77.0544045000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_HECR,Henson Creek,River/Stream,,02070010,,,,,38.8346290000,-76.9005980000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_OXRU,Oxon Run,River/Stream,,02070010,,,,,38.8122120000,-77.0071540000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-NCRN_NACE_STCK,Still Creek,River/Stream,,02070010,,,,,38.9729880000,-76.9141080000,,,,GPS-Unspecified,NAD83,,,,,,,US,24,033,,,,,,,,,,STORET
21DCBAWQ,"District Department of The Environment, Water Quality Division",21DCBAWQ-ANA01,D.C.LINE BRIDGE NEW YORK AVE.D.C.,River/Stream,POTOMAC RIVER WATER QUALITY NETWORK-DC WATER HYGIENE BRANCH             ¶RIVER BASIN.                                                            ¶   STATION LOCATION: D. C. LINE BRIDGE MILE D. C.                       ¶   PARTICIPATING AGENCY: D. C. DEPT. OF CONSUMER AND REGULATORY AFFAIRS.¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (21DCBAWQ) ON 02-NOV-01¶MAJOR BASIN NAME: NORTH ATLANTIC          ¶BASIN CODE: 021490¶MINOR BASIN NAME:  POTOMAC RIVER,02070010,,,,,38.9180556,-76.9341944,,,,Unknown,UNKWN,,,,,,,US,24,033,,,,,,,,,,STORET
21DCBAWQ,"District Department of The Environment, Water Quality Division",21DCBAWQ-ANA30,ON ANACOSTIA RIVER AT BLANDESBURG MD.,River/Stream,POTOMAC RIVER WATER QUALITY-NETWORK WATER HYGIENE BRANCH                ¶STATION LOCATION:D.C. ANA. RIVER ACROSS THE MAIN NAV. CHANNEL ACROSS THE¶MOST DOWNSTREAM DOCK OF THE BLANDESBURG MARINA                          ¶PARTICIPATING AGENCY: D.C. DEPT. OF CONSUMER AND REGULATORY AFFAIRS     ¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (21DCBAWQ) ON 02-NOV-01¶MAJOR BASIN NAME: NORTH ATLANTIC          ¶BASIN CODE: 021490¶MINOR BASIN NAME: POTOMAC RIVER,02070010,,,,,38.9427778,-76.9675000,,,,Unknown,UNKWN,,,,,,,US,24,033,,,,,,,,,,STORET
21DCBAWQ,"District Department of The Environment, Water Quality Division",21DCBAWQ-PMS46,"HUNTING CREEK NORTH, D.C.",River/Stream,POTOMAC RIVER WATER QUALITY NETWORK-D.C. WATER HYGIENE BRANCH           ¶¶   STATION LOCATION: HUNTING CREEK NORTH D.C.                           ¶   PARTICIPATING AGENCY: D. C. DEPT. OF CONSUMER AND REGULATORY AFFAIRS.¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (21DCBAWQ) ON 02-NOV-01¶MAJOR BASIN NAME: NORTH ATLANTIC          ¶BASIN CODE: 021490¶MINOR BASIN NAME: POTOMAC RIVER,02070010,,,,,38.7869444,-77.0375000,,,,Unknown,UNKWN,,,,,,,US,24,033,,,,,,,,,,STORET
21DCBAWQ,"District Department of The Environment, Water Quality Division",21DCBAWQ-PMS48,"HUNTING CREEK SOUTH, D.C.",River/Stream,"POTOMAC RIVER WATER QUALITY NETWORK-D.C. WATER HYGIENE BRANCH           ¶¶   STATION LOCATION: HUNTING CREEK SOUTH, D.C.                          ¶   PARTICIPATING AGENCY: D. C. DEPT. OF CONSUMER AND REGULATORY AFFAIRS.¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (21DCBAWQ) ON 02-NOV-01¶MAJOR BASIN NAME: NORTH ATLANTIC          ¶BASIN CODE: 021490¶MINOR BASIN NAME: POTOMAC RIVER",02070010,,,,,38.7794444,-77.0358333,,,,Unknown,UNKWN,,,,,,,US,24,033,,,,,,,,,,STORET
21DCBAWQ,"District Department of The Environment, Water Quality Division",21DCBAWQ-PMS51,ROSIER BLUFF 100 METERS WEST OF BUOY D.C.,River/Stream,POTOMAC RIVER WATER QUALITY NETWORK-D.C. WATER HYGIENE BRANCH           ¶¶   STATION LOCATION: ROSIER BLUFF 100 METERS WEST OF BUOY D.C.          ¶   PARTICIPATING AGENCY: D. C. DEPT. OF CONSUMER AND REGULATORY AFFAIRS.¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (21DCBAWQ) ON 02-NOV-01¶MAJOR BASIN NAME: NORTH ATLANTIC          ¶BASIN CODE: 021490¶MINOR BASIN NAME: POTOMAC RIVER,02070010,,,,,38.7700000,-77.0316667,,,,Unknown,UNKWN,,,,,,,US,24,033,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-1APOT101.15,BUOY 75 (Sheridan's Point),Estuary,,02070010,,,,,38.7066000000,-77.0485000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,24,033,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-1APOT101.96,Across from Ft. Washington,River/Stream,"Targeted for: sampling bacteria from sewage line break
Reference special study number: 260294",02070010,,,,,38.7085000000,-77.0406000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,24,033,,,,,,,,,,STORET
21VASWCB,VIRGINIA DEPARTMENT OF ENVIRONMENTAL QUALITY,21VASWCB-1APOT102.74,LEFT SHORELINE BUOY #83 PRINCE GEORGE CO,River/Stream,,02070010,,,,,38.7258000000,-77.0403000000,24000,100,ft,Interpolation-Map,NAD83,0,ft,,,Topographic Map Interpolation,SEALV,US,24,033,,,,,,,,,,STORET
